source_frame_index,analysis_frame_index,timestamp_ms,frame_status,frame_rejection_reason,valid_segment_id,raw_pelvis_mid_x,raw_pelvis_mid_y,path_input_center_x,path_input_center_y,center_status,roi_center_x,roi_center_y,roi_x,roi_y,roi_width,roi_height,translation_camera_motion_status,translation_camera_motion_method,translation_background_dx_px,translation_background_dy_px,translation_background_feature_count,translation_camera_motion_residual_px,translation_affine_scale,translation_affine_inlier_fraction,affine_camera_motion_status,affine_camera_motion_method,affine_background_dx_px,affine_background_dy_px,affine_background_feature_count,affine_camera_motion_residual_px,affine_affine_scale,affine_affine_inlier_fraction,translation_raw_dx,translation_raw_dy,translation_compensated_dx,translation_compensated_dy,translation_compensated_x,translation_compensated_y,translation_projected_heading_deg,translation_normalized_projected_speed_per_s,translation_path_segment_id,translation_path_status,translation_path_rejection_reason,affine_raw_dx,affine_raw_dy,affine_compensated_dx,affine_compensated_dy,affine_compensated_x,affine_compensated_y,affine_projected_heading_deg,affine_normalized_projected_speed_per_s,affine_path_segment_id,affine_path_status,affine_path_rejection_reason,chosen_raw_dx,chosen_raw_dy,chosen_compensated_dx,chosen_compensated_dy,chosen_compensated_x,chosen_compensated_y,chosen_projected_heading_deg,chosen_normalized_projected_speed_per_s,chosen_path_segment_id,chosen_path_status,chosen_path_rejection_reason,chosen_path_validation_status,chosen_path_validation_reason
0,0,0.0,VALID_TARGET,,1.0,1483.721836090088,445.8855590820313,1482.6102333068848,442.3821029663086,SUPPORTED,1498.9285714285716,435.00000640692406,1381.0714285714287,244.28571788369135,235.71428571428555,381.4285770464655,INSUFFICIENT_EVIDENCE,translation_median_sparse_flow,0.0,0.0,0.0,,,,INSUFFICIENT_EVIDENCE,partial_affine_ransac_sparse_flow,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,,,,,0.0,0.0,,,path_segment_001,SUPPORTED,,SUPPORTED,
1,1,16.666666666666668,VALID_TARGET,,1.0,1481.368564605713,442.3390884399414,1482.2733192443848,442.31354904174805,SUPPORTED,1492.6447876447876,435.5791569946047,1375.511583011583,245.18340129459634,234.2664092664091,380.79151140001676,SUPPORTED,translation_median_sparse_flow,-0.017730712890625,-0.7411651611328125,350.0,0.21398897469043732,,,SUPPORTED,partial_affine_ransac_sparse_flow,-0.13842830358574634,-0.6551006572499598,350.0,0.22198163118766884,0.9999989604411075,1.0,-0.3369140625,-0.06855392456054688,-0.319183349609375,0.6726112365722656,-0.319183349609375,0.6726112365722656,-115.38637789477654,0.4917700957168317,path_segment_001,SUPPORTED,,-0.3369140625,-0.06855392456054688,-0.2266739037061143,0.6866546957271566,-0.2266739037061143,0.6866546957271566,-108.2687480691349,0.4776339968032558,path_segment_001,SUPPORTED,,-0.3369140625,-0.06855392456054688,-0.319183349609375,0.6726112365722656,-0.319183349609375,0.6726112365722656,-115.38637789477654,0.4917700957168317,path_segment_001,SUPPORTED,,SUPPORTED,
2,2,33.333333333333336,VALID_TARGET,,1.0,1480.0860061645508,439.7503128051758,1481.0154991149902,442.5278778076172,SUPPORTED,1486.3610038610038,436.1583075822854,1369.9517374517375,246.08108470550133,232.81853281853267,380.1544457535681,SUPPORTED,translation_median_sparse_flow,16.145797729492188,0.05450439453125,348.0,0.8259285688400269,,,SUPPORTED,partial_affine_ransac_sparse_flow,16.241915016722892,0.13323867393158614,216.0,0.3307252632915233,0.9999724419584486,0.6206896551724138,-1.2578201293945312,0.21432876586914062,-17.40361785888672,0.15982437133789062,-17.722801208496094,0.8324356079101562,-179.47384477164957,11.496187550601286,path_segment_001,SUPPORTED,,-1.2578201293945312,0.21432876586914062,-17.52416768365333,0.3121071585522941,-17.750841587359446,0.9987618542794507,-178.9796643779328,11.577165923277875,path_segment_001,SUPPORTED,,-1.2578201293945312,0.21432876586914062,-17.40361785888672,0.15982437133789062,-17.722801208496094,0.8324356079101562,-179.47384477164957,11.496187550601286,path_segment_001,SUPPORTED,,SUPPORTED,
3,3,50.0,VALID_TARGET,,1.0,1481.9364051818848,442.2449951171875,1481.0093383789062,441.02256774902344,SUPPORTED,1480.0772200772199,436.737458169966,1364.3918918918919,246.9787681164063,231.3706563706562,379.5173801071194,SUPPORTED,translation_median_sparse_flow,0.00018310546875,-0.0001239776611328125,350.0,0.0925208330154419,,,SUPPORTED,partial_affine_ransac_sparse_flow,0.035743824598169535,-0.005465735871753216,350.0,0.09212372016776013,0.9999908402495792,1.0,-0.006160736083984375,-1.50531005859375,-0.006343841552734375,-1.5051860809326172,-17.729145050048828,-0.6727504730224609,90.24148057128737,0.9942372724413719,path_segment_001,SUPPORTED,,-0.006160736083984375,-1.50531005859375,-0.022461112386963578,-1.515461452526381,-17.77330269974641,-0.5166995982469302,90.84913589831278,1.0011256280948577,path_segment_001,SUPPORTED,,-0.006160736083984375,-1.50531005859375,-0.006343841552734375,-1.5051860809326172,-17.729145050048828,-0.6727504730224609,90.24148057128737,0.9942372724413719,path_segment_001,SUPPORTED,,SUPPORTED,
4,4,66.66666666666667,VALID_TARGET,,1.0,1479.4716453552246,442.945915222168,1480.5507526397705,440.99765396118164,SUPPORTED,1473.7934362934363,437.31660875764663,1358.8320463320465,247.87645152731127,229.92277992277977,378.8803144606707,SUPPORTED,translation_median_sparse_flow,0.00330352783203125,0.9497222900390625,348.0,0.1273549646139145,,,SUPPORTED,partial_affine_ransac_sparse_flow,0.005009927171149653,0.6848103192997351,347.0,0.18673747784853634,1.00010074864192,0.9971264367816092,-0.4585857391357422,-0.024913787841796875,-0.46188926696777344,-0.9746360778808594,-18.1910343170166,-1.6473865509033203,115.35671623036541,0.7124163206916749,path_segment_001,SUPPORTED,,-0.4585857391357422,-0.024913787841796875,-0.5406017819368572,-0.9965526784695271,-18.313904481683267,-1.5132522767164573,118.47858529875788,0.7488755497143227,path_segment_001,SUPPORTED,,-0.4585857391357422,-0.024913787841796875,-0.46188926696777344,-0.9746360778808594,-18.1910343170166,-1.6473865509033203,115.35671623036541,0.7124163206916749,path_segment_001,SUPPORTED,,SUPPORTED,
5,5,83.33333333333333,VALID_TARGET,,1.0,1479.6767616271973,437.7873992919922,1481.0154991149902,442.2449951171875,SUPPORTED,1467.5096525096526,437.8957593453273,1353.272200772201,248.77413493821626,228.47490347490333,378.243248814222,SUPPORTED,translation_median_sparse_flow,13.8592529296875,0.25262451171875,347.0,1.6515834331512451,,,SUPPORTED,partial_affine_ransac_sparse_flow,14.48700640108904,0.18882580365589355,200.0,0.6058394455278289,0.9997501271206667,0.5763688760806917,0.46474647521972656,1.2473411560058594,-13.394506454467773,0.9947166442871094,-31.585540771484375,-0.6526699066162109,-175.7528380127607,8.871907018144592,path_segment_001,SUPPORTED,,0.46474647521972656,1.2473411560058594,-13.592464726375056,0.9678399382162866,-31.906369208058322,-0.5454123385001708,-175.92717638164282,9.00103324631858,path_segment_001,SUPPORTED,,0.46474647521972656,1.2473411560058594,-13.394506454467773,0.9947166442871094,-31.585540771484375,-0.6526699066162109,-175.7528380127607,8.871907018144592,path_segment_001,SUPPORTED,,SUPPORTED,
6,6,100.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1473.5981101989746,439.4890747070313,,,,1461.2258687258688,438.4749099330079,1347.7123552123553,249.67181834912125,227.0270270270269,377.6061831677733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,116.66666666666669,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1469.5859184265137,437.5559616088867,,,,1454.9420849420849,439.0540605206885,1342.1525096525097,250.5695017600262,225.57915057915045,376.9691175213246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,133.33333333333334,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1452.3714981079102,435.40533447265625,,,,1448.6583011583011,439.63321110836915,1336.592664092664,251.4671851709312,224.13127413127398,376.3320518748759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,150.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1456.6895065307615,439.03614807128906,,,,1442.3745173745174,440.2123616960498,1331.0328185328185,252.3648685818362,222.68339768339754,375.6949862284272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,166.66666666666666,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1457.7520790100098,435.54075622558594,,,,1436.0907335907336,440.7915122837304,1325.4729729729731,253.26255199274118,221.2355212355211,375.0579205819785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,183.33333333333331,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1454.9923553466797,438.2985229492187,,,,1429.80694980695,441.370662871411,1319.9131274131275,254.16023540364614,219.78764478764467,374.4208549355298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,200.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1439.4715957641602,436.3863906860352,,,,1423.5231660231661,441.94981345909173,1314.353281853282,255.05791881455113,218.33976833976823,373.78378928908114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,216.66666666666669,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1433.5438690185547,434.92923736572266,,,,1417.2393822393822,442.52896404677233,1308.7934362934363,255.95560222545612,216.89189189189176,373.1467236426324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,233.33333333333337,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1409.402244567871,439.8897857666016,,,,1410.9555984555984,443.10811463445293,1303.2335907335907,256.8532856363611,215.44401544401532,372.5096579961837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,250.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1414.666534423828,440.5024719238281,,,,1404.6718146718147,443.68726522213365,1297.6737451737451,257.7509690472661,213.99613899613888,371.87259234973504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,266.6666666666667,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1406.195873260498,436.76624298095703,,,,1398.388030888031,444.26641580981425,1292.1138996138998,258.64865245817106,212.54826254826244,371.2355267032863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,283.3333333333333,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1418.8491287231443,444.27124786376953,,,,1392.1042471042472,444.84556639749485,1286.5540540540542,259.546335869076,211.100386100386,370.5984610568376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,300.0,TARGET_IDENTITY_UNCERTAIN,Temporal/body-scale discontinuity suggests target identity uncertainty.,,1360.940538406372,431.3600234985352,,,,1385.8204633204634,445.4247169851755,1280.9942084942086,260.44401927998103,209.65250965250954,369.96139541038895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,316.66666666666663,TARGET_IDENTITY_UNCERTAIN,Temporal/body-scale discontinuity suggests target identity uncertainty.,,1361.4545288085938,430.26847076416016,,,,1379.5366795366795,446.0038675728561,1275.434362934363,261.341702690886,208.20463320463313,369.3243297639402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,333.3333333333333,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1368.4114303588867,442.4314498901367,,,,1373.2528957528957,446.58301816053677,1269.8745173745174,262.239386101791,206.75675675675666,368.68726411749157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,350.0,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1366.674015045166,435.5994491577149,,,,1366.969111969112,447.16216874821737,1264.3146718146718,263.137069512696,205.30888030888022,368.05019847104285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,366.66666666666663,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1367.244457244873,439.63238525390625,,,,1360.6853281853282,447.74131933589797,1258.7548262548264,264.03475292360093,203.86100386100378,367.41313282459413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,383.33333333333337,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1377.847640991211,439.84134674072266,,,,1354.4015444015445,448.3204699235787,1253.1949806949808,264.93243633450595,202.41312741312734,366.77606717814547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,400.0,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1392.1959686279297,428.8789291381836,,,,1348.1177606177607,448.8996205112593,1247.6351351351352,265.8301197454109,200.9652509652509,366.13900153169675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,416.6666666666667,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1393.470314025879,430.58646392822266,,,,1341.8339768339767,449.4787710989399,1242.0752895752896,266.7278031563159,199.51737451737444,365.50193588524803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,433.33333333333337,INVALID_TRACK_SEGMENT,Valid-looking pose segment is too short to establish target identity continuity.,,1392.089469909668,427.5945510864258,,,,1335.550193050193,450.0579216866206,1236.515444015444,267.6254865672209,198.069498069498,364.86487023879937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,450.0,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1388.6427841186523,424.8972473144531,,,,1329.2664092664093,450.6370722743012,1230.9555984555984,268.52316997812585,196.62162162162156,364.22780459235065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,466.6666666666667,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1387.9438400268557,420.2846908569336,,,,1322.9826254826255,451.21622286198186,1225.395752895753,269.42085338903087,195.1737451737451,363.590738945902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,483.3333333333333,TARGET_IDENTITY_UNCERTAIN,TARGET_OVERLAP_AMBIGUOUS: another detected person overlaps or is too close to the selected pose for automated identity acceptance.,,1388.9912185668943,424.2636489868164,,,,1316.6988416988418,451.79537344966246,1219.8359073359075,270.3185367999358,193.72586872586868,362.95367329945327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,500.0,TARGET_IDENTITY_UNCERTAIN,Temporal/body-scale discontinuity suggests target identity uncertainty.,,1375.1310119628906,376.97431564331055,,,,1310.415057915058,452.37452403734306,1214.2760617760619,271.2162202108408,192.2779922779922,362.31660765300455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
