frame_index,x,y,width,height,view_id,annotation_source,annotation_session_id,annotator_id,flags,note
0,1074.642857142857,291.42857142857144,306.42857142857156,437.1428571428571,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
8,1098.2142857142858,291.42857142857144,323.57142857142844,473.57142857142856,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
15,1138.9285714285713,280.7142857142857,235.71428571428578,494.99999999999994,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
25,1143.2142857142858,291.42857142857144,310.71428571428555,484.2857142857142,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
28,1177.5,295.7142857142857,263.57142857142867,535.7142857142858,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
38,1183.9285714285713,319.2857142857143,366.42857142857156,537.8571428571429,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
43,1220.357142857143,310.7142857142857,345.0,542.1428571428571,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
46,1246.0714285714287,317.14285714285717,334.2857142857142,555.0,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
50,1243.9285714285713,325.7142857142857,289.28571428571445,555.0,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
54,1138.9285714285713,319.2857142857143,405.0,587.1428571428571,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
58,1117.5,270.0,507.8571428571429,730.7142857142857,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
60,1087.5,274.2857142857143,610.7142857142858,786.4285714285716,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
68,1072.5,267.85714285714283,561.4285714285713,773.5714285714284,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
71,954.6428571428571,261.42857142857144,625.7142857142858,771.4285714285714,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
73,894.6428571428571,252.85714285714286,642.8571428571429,767.1428571428571,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
77,695.3571428571429,222.85714285714286,762.8571428571429,825.0,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
84,601.0714285714286,227.14285714285714,630.0000000000001,846.4285714285716,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
91,331.07142857142856,220.71428571428572,765.0000000000001,855.0,imported_midge_purce_2024_03_24_view_01,human_ui,40994379-d26b-466d-9481-7f1848140f0a,researcher_01,,
