frame_index,x,y,width,height,view_id,annotation_source,annotation_session_id,annotator_id,flags,note
0,950.3571428571429,278.57142857142856,203.57142857142844,306.42857142857144,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
7,894.6428571428571,285.0,257.1428571428571,319.28571428571433,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
12,909.6428571428571,261.42857142857144,210.0,355.71428571428567,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
18,911.7857142857143,261.42857142857144,242.142857142857,362.1428571428571,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
32,886.0714285714286,261.42857142857144,280.71428571428567,385.71428571428567,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
47,871.0714285714286,270.0,231.42857142857144,372.8571428571429,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
52,836.7857142857143,265.7142857142857,194.9999999999999,344.99999999999994,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
58,804.6428571428571,263.57142857142856,248.57142857142867,340.7142857142858,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
62,757.5,270.0,308.57142857142867,377.1428571428571,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
64,757.5,279.21429225376676,203.57142857142856,338.57142857142856,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
65,746.7857142857143,298.50000653948103,227.1428571428571,314.99999999999994,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
66,744.6428571428571,281.35714939662387,229.28571428571433,345.0,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
67,733.9285714285714,283.50000653948103,255.0,344.99999999999994,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
68,725.3571428571429,281.35714939662387,240.0,355.7142857142858,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
69,714.6428571428571,274.9285779680525,225.0,317.14285714285717,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
70,701.7857142857143,266.35714939662387,233.57142857142856,336.42857142857144,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
71,701.7857142857143,257.7857208251953,222.85714285714278,349.28571428571433,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
72,695.3571428571429,264.21429225376676,229.28571428571422,347.1428571428571,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
73,682.5,268.50000653948103,216.42857142857144,338.5714285714286,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
76,639.6428571428571,274.2857142857143,246.42857142857144,342.85714285714283,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
85,577.5,310.7142857142857,207.8571428571429,306.4285714285714,imported_andi_sullivan_2024_10_06_view_02,human_ui,96feb3dd-4ee2-4ed6-82b1-3894c4386918,researcher_01,,
