frame_index,x,y,width,height,view_id,annotation_source,annotation_session_id,annotator_id,flags,note
0,746.4285714285714,302.85714285714283,191.42857142857144,235.71428571428572,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
20,700.7142857142857,305.7142857142857,144.28571428571433,252.85714285714283,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
26,652.1428571428571,304.2857142857143,152.8571428571429,225.71428571428572,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
30,625.0,330.0,135.71428571428567,198.57142857142856,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
33,582.1428571428571,330.0,168.57142857142856,200.0,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
40,545.0,324.2857142857143,152.8571428571429,201.4285714285714,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
45,539.2857142857143,317.14285714285717,124.28571428571422,208.5714285714285,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
55,506.42857142857144,311.42857142857144,102.85714285714289,211.42857142857144,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
64,497.85714285714283,311.42857142857144,117.14285714285717,205.71428571428567,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
74,542.1428571428571,285.7142857142857,94.28571428571433,217.1428571428571,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
84,597.8571428571429,272.85714285714283,71.42857142857144,192.8571428571429,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
89,619.2857142857143,288.57142857142856,78.57142857142856,172.8571428571429,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
99,676.4285714285714,288.57142857142856,51.428571428571445,165.71428571428572,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
125,797.8571428571429,288.57142857142856,38.571428571428555,92.85714285714289,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
133,807.8571428571429,281.42857142857144,57.14285714285711,142.85714285714283,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
138,816.4285714285714,290.0,77.14285714285711,135.71428571428572,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
143,855.0,284.2857142857143,62.85714285714289,137.14285714285717,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
148,880.7142857142857,290.0,78.57142857142867,102.85714285714283,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
163,933.5714285714286,295.7142857142857,82.85714285714289,140.0,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
178,935.0,300.0,107.14285714285711,152.85714285714283,imported_caroline_wier_2023_09_26_view_02,human_ui,f6dfc93c-3d03-4b99-bec5-6ab6c4bc62ee,researcher_01,,
