frame_index,x,y,width,height,view_id,annotation_source,annotation_session_id,annotator_id,flags,note
0,1058.7470997679814,210.92092421042898,271.7401392111369,560.0314194552768,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
8,1029.048723897912,238.1951816514327,394.98839907192564,530.9388781848729,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
18,1116.658932714617,229.10376250443147,234.61716937355004,565.4862709434776,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
20,1140.4176334106728,225.46719484563096,261.3457076566126,536.3937296730737,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
25,1140.4176334106728,225.46719484563096,288.07424593967517,552.7582841376759,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
28,1138.9327146171693,221.83062718683047,402.41299303944334,550.9400003082757,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
29,1134.4779582366589,218.19405952802995,484.08352668213456,565.4862709434777,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
34,1230.997679814385,212.7392080398292,372.7146171693737,605.4885151902831,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
38,1220.6032482598607,209.10264038102872,433.5962877030163,641.8541917782882,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
40,1216.1484918793503,149.09927401082047,509.3271461716938,714.5855449542983,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
42,1177.54060324826,141.8261386932195,562.7842227378189,720.0403964424988,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
52,1055.7772621809745,163.64554464602247,500.4176334106728,692.7661390014952,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
57,926.5893271461717,172.73696379302373,577.6334106728538,670.9467330486922,imported_3f55f120_abb1_44f1_9352_f9ebe1ec23ec_00m22s800_00m27s098_view_01,human_ui,9d754adc-0eb3-4948-9c03-abe455ed2a7c,researcher_01,,
